,Image,Collection,Production,Date,Occasion,Multiple bill,Performances_ID,Normalised title,Original language,Composer,Original premiere,Original title,genre,Season,Directors,Title_Language
1765,1912-1913_00183-20220207_135351.jpg,1912-1913,De Juweelen der Madonna,1913-04-03,Sluiting van het Toneeljaar,False,943608,De Juweelen der Madonna,ITA,Ermanno Wolf-Ferrari,1911,I gioielli della Madonna,verismo,1912-1913,Henry Fontaine,NL
1766,1913-1914 Vlaamse Opera_00005-20211216_164555.jpg,1913-1914,De Vliegende Hollander,1913-10-04,gala,False,507605,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1913-1914,Henry Fontaine,NL
1767,1913-1914 Vlaamse Opera_00007-20211216_164607.jpg,1913-1914,Heibieke,1913-10-05,Eerste opvoering van Heibieke,False,879972,Heibieke,NL,Edward Verheyden,?,Heibieke,?,1913-1914,Henry Fontaine,Unk
1768,1913-1914 Vlaamse Opera_00007-20211216_164607.jpg,1913-1914,Quinten Massys,1913-10-05,Eerste opvoering van Heibieke,False,371487,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1913-1914,Henry Fontaine,Unk
1769,1913-1914 Vlaamse Opera_00009-20211216_164622.jpg,1913-1914,Die Liebe Wacht,1913-10-08,Gastoptreden van het Berliner Neuen Schauspielhaus Ensembles,False,895734,Die Liebe Wacht,FR,Robert de Flers & Gaston Arman de Caillavet,1907,L'Amour veille,lustspiel,1913-1914,Henry Fontaine,DUI
1770,1913-1914 Vlaamse Opera_00011-20211216_164637.jpg,1913-1914,De Vliegende Hollander,1913-10-09,,False,539870,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1913-1914,Henry Fontaine,NL
1771,1913-1914 Vlaamse Opera_00013-20211216_164652.jpg,1913-1914,Hoffmann's Vertellingenen,1913-10-11,gala,False,314928,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1913-1914,Henry Fontaine,NL
1772,1913-1914 Vlaamse Opera_00015-20211216_164707.jpg,1913-1914,De Heilige,1913-10-12,Eerste opvoering van de Heilige,False,799721,De Heilige,NL,Jan Rijken,1912,De Heilige,oratorio,1913-1914,Henry Fontaine,NL
1773,1913-1914 Vlaamse Opera_00015-20211216_164707.jpg,1913-1914,De Bedelstudent,1913-10-12,Eerste opvoering van de Heilige,False,618912,De Bedelstudent,DUI,Carl Millöcker,1882,Der Bettelstudent,operetta,1913-1914,Henry Fontaine,NL
1774,1913-1914 Vlaamse Opera_00017-20211216_164722.jpg,1913-1914,Das Kind,1913-10-15,Gastoptreden van het Berliner Neuen Schauspielhaus Ensembles,False,232026,Het Kind,DUI,Peter Cornelius,1862,Das Kind,komödie,1913-1914,Henry Fontaine,NL
1775,1913-1914 Vlaamse Opera_00019-20211216_164735.jpg,1913-1914,De Bedelstudent,1913-10-16,,False,453438,De Bedelstudent,DUI,Carl Millöcker,1882,Der Bettelstudent,operetta,1913-1914,Henry Fontaine,NL
1776,1913-1914 Vlaamse Opera_00021-20211216_164752.jpg,1913-1914,Quinten Massys,1913-10-18,gala,False,602259,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1913-1914,Henry Fontaine,Unk
1777,1913-1914 Vlaamse Opera_00021-20211216_164752.jpg,1913-1914,Heibieke,1913-10-18,gala,False,611746,Heibieke,NL,Edward Verheyden,?,Heibieke,?,1913-1914,Henry Fontaine,Unk
1778,1913-1914 Vlaamse Opera_00023-20211216_164809.jpg,1913-1914,Het Minnebrugje,1913-10-19,,False,664177,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1913-1914,Henry Fontaine,NL
1779,1913-1914 Vlaamse Opera_00023-20211216_164809.jpg,1913-1914,De Vliegende Hollander,1913-10-19,,False,866556,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1913-1914,Henry Fontaine,NL
1780,1913-1914 Vlaamse Opera_00025-20211216_164821.jpg,1913-1914,Martha,1913-10-23,,False,299809,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1913-1914,Henry Fontaine,Unk
1781,1913-1914 Vlaamse Opera_00027-20211216_164831.jpg,1913-1914,Tannhäuser,1913-10-25,gala,False,876192,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1913-1914,Henry Fontaine,Unk
1782,1913-1914 Vlaamse Opera_00029-20211216_164842.jpg,1913-1914,De Heilige,1913-10-26,,False,959365,De Heilige,NL,Jan Rijken,1912,De Heilige,oratorio,1913-1914,Henry Fontaine,NL
1783,1913-1914 Vlaamse Opera_00029-20211216_164842.jpg,1913-1914,De Bedelstudent,1913-10-26,,False,640782,De Bedelstudent,DUI,Carl Millöcker,1882,Der Bettelstudent,operetta,1913-1914,Henry Fontaine,NL
1784,1913-1914 Vlaamse Opera_00031-20211216_164904.jpg,1913-1914,Quinten Massys,1913-10-28,,False,769116,Quinten Massijs,NL,Emile Wambach,1899,Quinten Massys,lyrisch drama,1913-1914,Henry Fontaine,Unk
1785,1913-1914 Vlaamse Opera_00031-20211216_164904.jpg,1913-1914,Heibieke,1913-10-28,,False,334073,Heibieke,NL,Edward Verheyden,?,Heibieke,?,1913-1914,Henry Fontaine,Unk
1786,1913-1914 Vlaamse Opera_00033-20211216_164918.jpg,1913-1914,De Vrijschutter,1913-10-30,gala,False,988154,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1913-1914,Henry Fontaine,NL
1787,1913-1914 Vlaamse Opera_00035-20211216_164934.jpg,1913-1914,Martha,1913-11-01,,False,509707,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1913-1914,Henry Fontaine,Unk
1788,1913-1914 Vlaamse Opera_00035-20211216_164934.jpg,1913-1914,De Bedelstudent,1913-11-01,,False,642882,De Bedelstudent,DUI,Carl Millöcker,1882,Der Bettelstudent,operetta,1913-1914,Henry Fontaine,NL
1789,1913-1914 Vlaamse Opera_00037-20211216_164948.jpg,1913-1914,Het Minnebrugje,1913-11-02,,False,196440,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1913-1914,Henry Fontaine,NL
1790,1913-1914 Vlaamse Opera_00037-20211216_164948.jpg,1913-1914,Hoffmann's Vertellingen,1913-11-02,,False,507639,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1913-1914,Henry Fontaine,NL
1791,1913-1914 Vlaamse Opera_00039-20211216_165003.jpg,1913-1914,Tannhäuser,1913-11-06,,False,188104,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1913-1914,Henry Fontaine,Unk
1792,1913-1914 Vlaamse Opera_00041-20211216_165023.jpg,1913-1914,Onegin,1913-11-08,"Gala-vertoning, eerste opvoering in BelgiÃ«",False,411432,Onegin,RUS,Pyotr Tchaikovsky,1879,Евгений Онегин,lyrisch drama,1913-1914,Henry Fontaine,Unk
1793,1913-1914 Vlaamse Opera_00043-20211216_165037.jpg,1913-1914,De Vrijschutter,1913-11-09,,False,577739,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1913-1914,Henry Fontaine,NL
1794,1913-1914 Vlaamse Opera_00043-20211216_165037.jpg,1913-1914,Heibieke,1913-11-09,,False,441564,Heibieke,NL,Edward Verheyden,?,Heibieke,?,1913-1914,Henry Fontaine,Unk
1795,1913-1914 Vlaamse Opera_00045-20211216_165052.jpg,1913-1914,Onegin,1913-11-13,,False,344232,Onegin,RUS,Pyotr Tchaikovsky,1879,Евгений Онегин,lyrisch drama,1913-1914,Henry Fontaine,Unk
1796,1913-1914 Vlaamse Opera_00047-20211216_165105.jpg,1913-1914,De Vrijschutter,1913-11-15,gala,False,316521,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1913-1914,Henry Fontaine,NL
1797,1913-1914 Vlaamse Opera_00049-20211216_165129.jpg,1913-1914,De Bedelstudent,1913-11-16,,False,145863,De Bedelstudent,DUI,Carl Millöcker,1882,Der Bettelstudent,operetta,1913-1914,Henry Fontaine,NL
1798,1913-1914 Vlaamse Opera_00051-20211216_165144.jpg,1913-1914,Tannhäuser,1913-11-16,,False,437653,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,1913-1914,Henry Fontaine,Unk
1799,1913-1914 Vlaamse Opera_00053-20211216_165200.jpg,1913-1914,De Vliegende Hollander,1913-11-20,,False,125217,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1913-1914,Henry Fontaine,NL
1800,1913-1914 Vlaamse Opera_00055-20211216_165214.jpg,1913-1914,Shylock,1913-11-22,"gala, eerste opvoering",False,821170,Shylock,FR,Gabriel Fauré,1889,Shylock,drame lyrique,1913-1914,Henry Fontaine,Unk
1801,1913-1914 Vlaamse Opera_00057-20211216_165229.jpg,1913-1914,Het Minnebrugje,1913-11-23,,False,429998,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1913-1914,Henry Fontaine,NL
1802,1913-1914 Vlaamse Opera_00057-20211216_165229.jpg,1913-1914,Onegin,1913-11-23,,False,414343,Onegin,RUS,Pyotr Tchaikovsky,1879,Евгений Онегин,lyrisch drama,1913-1914,Henry Fontaine,Unk
1803,1913-1914 Vlaamse Opera_00059-20211216_165243.jpg,1913-1914,Shylock,1913-11-27,,False,657940,Shylock,FR,Gabriel Fauré,1889,Shylock,drame lyrique,1913-1914,Henry Fontaine,Unk
1804,1913-1914 Vlaamse Opera_00061-20211216_165254.jpg,1913-1914,Peterke en Meterke,1913-11-29,"gala, eerste opvoering van Graaf Chabert in BelgiÃ« en eerste opvoering van Peterke en Meterke",False,265388,Peterke en Meterke,NL,Henry George D'hoedt,?,Peterke en Meterke,zangspel,1913-1914,Henry Fontaine,NL
1805,1913-1914 Vlaamse Opera_00061-20211216_165254.jpg,1913-1914,Graaf Chabert,1913-11-29,"gala, eerste opvoering van Graaf Chabert in BelgiÃ« en eerste opvoering van Peterke en Meterke",False,713348,Graaf Chabert,DUI,Hermann Wolfgang von Waltershausen,1911,Oberst Chabert,musical tragedy,1913-1914,Henry Fontaine,NL
1806,1913-1914 Vlaamse Opera_00063-20211216_165309.jpg,1913-1914,Martha,1913-11-30,,False,948191,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1913-1914,Henry Fontaine,Unk
1807,1913-1914 Vlaamse Opera_00063-20211216_165309.jpg,1913-1914,De Bedelstudent,1913-11-30,,False,318361,De Bedelstudent,DUI,Carl Millöcker,1882,Der Bettelstudent,operetta,1913-1914,Henry Fontaine,NL
1808,1913-1914 Vlaamse Opera_00065-20211216_165327.jpg,1913-1914,Graaf Chabert,1913-12-04,,False,512462,Graaf Chabert,DUI,Hermann Wolfgang von Waltershausen,1911,Oberst Chabert,musical tragedy,1913-1914,Henry Fontaine,NL
1809,1913-1914 Vlaamse Opera_00065-20211216_165327.jpg,1913-1914,Peterke en Meterke,1913-12-04,,False,191197,Peterke en Meterke,NL,Henry George D'hoedt,?,Peterke en Meterke,zangspel,1913-1914,Henry Fontaine,NL
1810,1913-1914 Vlaamse Opera_00067-20211216_165342.jpg,1913-1914,Hoffmann's Vertellingenen,1913-12-04,,False,213591,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1913-1914,Henry Fontaine,NL
1811,1913-1914 Vlaamse Opera_00069-20211216_165456.jpg,1913-1914,De Tooverfluit,1913-12-06,gala,False,769759,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1913-1914,Henry Fontaine,NL
1812,1913-1914 Vlaamse Opera_00071-20211216_165513.jpg,1913-1914,Shylock,1913-12-07,,False,173817,Shylock,FR,Gabriel Fauré,1889,Shylock,drame lyrique,1913-1914,Henry Fontaine,Unk
1813,1913-1914 Vlaamse Opera_00071-20211216_165513.jpg,1913-1914,Peterke en Meterke,1913-12-07,,False,806221,Peterke en Meterke,NL,Henry George D'hoedt,?,Peterke en Meterke,zangspel,1913-1914,Henry Fontaine,NL
1814,1913-1914 Vlaamse Opera_00073-20211216_165530.jpg,1913-1914,De Bedelstudent,1913-12-09,,False,248500,De Bedelstudent,DUI,Carl Millöcker,1882,Der Bettelstudent,operetta,1913-1914,Henry Fontaine,NL
1815,1913-1914 Vlaamse Opera_00075-20211216_165547.jpg,1913-1914,Onegin,1913-12-11,,False,793703,Onegin,RUS,Pyotr Tchaikovsky,1879,Евгений Онегин,lyrisch drama,1913-1914,Henry Fontaine,Unk
1816,1913-1914 Vlaamse Opera_00077-20211216_165612.jpg,1913-1914,De Juweelen der Madonna,1913-12-13,gala,False,714974,De Juweelen der Madonna,ITA,Ermanno Wolf-Ferrari,1911,I gioielli della Madonna,verismo,1913-1914,Henry Fontaine,NL
1817,1913-1914 Vlaamse Opera_00079-20211216_165636.jpg,1913-1914,De Lustige Boer,1913-12-14,,False,155460,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1913-1914,Henry Fontaine,NL
1818,1913-1914 Vlaamse Opera_00081-20211216_165653.jpg,1913-1914,De Tooverfluit,1913-12-14,,False,311939,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1913-1914,Henry Fontaine,NL
1819,1913-1914 Vlaamse Opera_00081-20211216_165653.jpg,1913-1914,Peterke en Meterke,1913-12-14,,False,226806,Peterke en Meterke,NL,Henry George D'hoedt,?,Peterke en Meterke,zangspel,1913-1914,Henry Fontaine,NL
1820,1913-1914 Vlaamse Opera_00085-20211216_165855.jpg,1913-1914,De Barbier van Sevilla,1913-12-20,"gala, eerste opvoering van",False,369203,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,1913-1914,Henry Fontaine,NL
1821,1913-1914 Vlaamse Opera_00087-20211216_165908.jpg,1913-1914,Shylock,1913-12-21,,False,335598,Shylock,FR,Gabriel Fauré,1889,Shylock,drame lyrique,1913-1914,Henry Fontaine,Unk
1822,1913-1914 Vlaamse Opera_00087-20211216_165908.jpg,1913-1914,Graaf Chabert,1913-12-21,,False,701958,Graaf Chabert,DUI,Hermann Wolfgang von Waltershausen,1911,Oberst Chabert,musical tragedy,1913-1914,Henry Fontaine,NL
1823,1913-1914 Vlaamse Opera_00089-20211216_165922.jpg,1913-1914,De Juweelen der Madonna,1913-12-23,"gala, gastvoorstelling van den heer Campagnola",False,936123,De Juweelen der Madonna,ITA,Ermanno Wolf-Ferrari,1911,I gioielli della Madonna,verismo,1913-1914,Henry Fontaine,NL
1824,1913-1914 Vlaamse Opera_00091-20211216_165938.jpg,1913-1914,De Vrijschutter,1913-12-25,,False,207442,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1913-1914,Henry Fontaine,NL
1825,1913-1914 Vlaamse Opera_00091-20211216_165938.jpg,1913-1914,De Bedelstudent,1913-12-25,,False,478846,De Bedelstudent,DUI,Carl Millöcker,1882,Der Bettelstudent,operetta,1913-1914,Henry Fontaine,NL
1826,1913-1914 Vlaamse Opera_00093-20211216_165953.jpg,1913-1914,Graaf Chabert,1913-12-27,gala,False,788049,Graaf Chabert,DUI,Hermann Wolfgang von Waltershausen,1911,Oberst Chabert,musical tragedy,1913-1914,Henry Fontaine,NL
1827,1913-1914 Vlaamse Opera_00095-20211216_170013.jpg,1913-1914,Martha,1913-12-28,,False,803768,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1913-1914,Henry Fontaine,Unk
1828,1913-1914 Vlaamse Opera_00095-20211216_170013.jpg,1913-1914,De Barbier van Sevilla,1913-12-28,,False,623852,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,1913-1914,Henry Fontaine,NL
1829,1913-1914 Vlaamse Opera_00097-20211216_170031.jpg,1913-1914,De Vliegende Hollander,1913-12-30,,False,117703,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1913-1914,Henry Fontaine,NL
1830,1913-1914 Vlaamse Opera_00099-20211216_170059.jpg,1913-1914,Peterke en Meterke,1914-01-01,,False,542368,Peterke en Meterke,NL,Henry George D'hoedt,?,Peterke en Meterke,zangspel,1913-1914,Henry Fontaine,NL
1831,1913-1914 Vlaamse Opera_00099-20211216_170059.jpg,1913-1914,De Lustige Boer,1914-01-01,,False,854020,De Lustige Boer,DUI,Leo Fall,1907,Der fidele Bauer,leichte oper,1913-1914,Henry Fontaine,NL
1832,1913-1914 Vlaamse Opera_00101-20211216_170116.jpg,1913-1914,Hoffmann's Vertellingenen,1914-01-03,,False,508505,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1913-1914,Henry Fontaine,NL
1833,1913-1914 Vlaamse Opera_00103-20211216_170323.jpg,1913-1914,De Juweelen der Madonna,1914-01-04,,False,839532,De Juweelen der Madonna,ITA,Ermanno Wolf-Ferrari,1911,I gioielli della Madonna,verismo,1913-1914,Henry Fontaine,NL
1834,1913-1914 Vlaamse Opera_00103-20211216_170323.jpg,1913-1914,Heibieke,1914-01-04,,False,232922,Heibieke,NL,Edward Verheyden,?,Heibieke,?,1913-1914,Henry Fontaine,Unk
1835,1913-1914 Vlaamse Opera_00105-20211216_170416.jpg,1913-1914,De Walküre,1914-01-05,gala,False,237359,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1913-1914,Henry Fontaine,NL
1836,1913-1914 Vlaamse Opera_00106-20211216_170422.jpg,1913-1914,De Walküre,1914-01-06,gala,False,276152,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1913-1914,Henry Fontaine,NL
1837,1913-1914 Vlaamse Opera_00111-20211216_170526.jpg,1913-1914,De Juweelen der Madonna,1914-01-08,,False,635145,De Juweelen der Madonna,ITA,Ermanno Wolf-Ferrari,1911,I gioielli della Madonna,verismo,1913-1914,Henry Fontaine,NL
1838,1913-1914 Vlaamse Opera_00113-20211216_170546.jpg,1913-1914,De Vliegende Hollander,1914-01-10,,False,628341,De Vliegende Hollander,DEE,Richard Wagner,1843,Der fliegende Holländer,romantische oper,1913-1914,Henry Fontaine,NL
1839,1913-1914 Vlaamse Opera_00115-20211216_170602.jpg,1913-1914,Graaf Chabert,1914-01-11,Volgens de nota van verbruggen werd Graaf Chabert opgevolgd door De Lustige Boer,False,305675,Graaf Chabert,DUI,Hermann Wolfgang von Waltershausen,1911,Oberst Chabert,musical tragedy,1913-1914,Henry Fontaine,NL
1840,1913-1914 Vlaamse Opera_00115-20211216_170602.jpg,1913-1914,Christ'l,1914-01-11,Volgens de nota van verbruggen werd Graaf Chabert opgevolgd door De Lustige Boer,False,798159,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1913-1914,Henry Fontaine,Unk
1841,1913-1914 Vlaamse Opera_00117-20211216_170618.jpg,1913-1914,De Walküre,1914-01-13,Gastvoorstelling van den heer Menzinsky,False,733513,De Walkure,DUI,Richard Wagner,1874,Die Walküre,gesamtkunstwerk,1913-1914,Henry Fontaine,NL
1842,1913-1914 Vlaamse Opera_00119-20211216_170637.jpg,1913-1914,De Juweelen der Madonna,1914-01-15,Gastvoorstelling van den heer Campagnola,False,238769,De Juweelen der Madonna,ITA,Ermanno Wolf-Ferrari,1911,I gioielli della Madonna,verismo,1913-1914,Henry Fontaine,NL
1843,1913-1914 Vlaamse Opera_00121-20211216_170655.jpg,1913-1914,Oberon,1914-01-17,"gala, eerste opvoering",False,608876,Oberon,ENG,Carl Maria von Weber,1826,"Oberon, or The Elf-King's Oath",romantic opera,1913-1914,Henry Fontaine,Unk
1844,1913-1914 Vlaamse Opera_00123-20211216_170713.jpg,1913-1914,Vrijschutter,1914-01-18,,False,904599,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1913-1914,Henry Fontaine,NL
1845,1913-1914 Vlaamse Opera_00123-20211216_170713.jpg,1913-1914,Christ'l,1914-01-18,,False,416199,Christ'l,?,Georg Jarno,1907,Die Försterchristl,leichte oper,1913-1914,Henry Fontaine,Unk
1846,1913-1914 Vlaamse Opera_00125-20211216_170732.jpg,1913-1914,Oberon,1914-01-22,,False,827685,Oberon,ENG,Carl Maria von Weber,1826,"Oberon, or The Elf-King's Oath",romantic opera,1913-1914,Henry Fontaine,Unk
1847,1913-1914 Vlaamse Opera_00127-20211216_170746.jpg,1913-1914,De Tooverfluit,1914-01-24,,False,260150,De Tooverfluit,DUI,Wolfgang Amadeus Mozart,1791,Die Zauberflöte,zangspel,1913-1914,Henry Fontaine,NL
1848,1913-1914 Vlaamse Opera_00129-20211216_170801.jpg,1913-1914,Graaf Chabert,1914-01-26,,False,839136,Graaf Chabert,DUI,Hermann Wolfgang von Waltershausen,1911,Oberst Chabert,musical tragedy,1913-1914,Henry Fontaine,NL
1849,1913-1914 Vlaamse Opera_00129-20211216_170801.jpg,1913-1914,Hoffmann's Vertellingenen,1914-01-26,,False,563167,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1913-1914,Henry Fontaine,NL
1850,1913-1914 Vlaamse Opera_00131-20211216_170816.jpg,1913-1914,De Juweelen der Madonna,1914-01-27,,False,105491,De Juweelen der Madonna,ITA,Ermanno Wolf-Ferrari,1911,I gioielli della Madonna,verismo,1913-1914,Henry Fontaine,NL
1851,1913-1914 Vlaamse Opera_00133-20211216_170834.jpg,1913-1914,Alcea,1914-01-31,"gala, eerste opvoering",False,967873,Alcea,NL,August Dupont,1814,Alcea,lyrisch drama,1913-1914,Henry Fontaine,Unk
1852,1913-1914 Vlaamse Opera_00135-20211216_170919.jpg,1913-1914,De Vrijschutter,1914-02-01,,False,253418,De Vrijschutter,DUI,Carl Maria von Weber,1821,Der Freischütz,romantische oper,1913-1914,Henry Fontaine,NL
1853,1913-1914 Vlaamse Opera_00135-20211216_170919.jpg,1913-1914,Oberon,1914-02-01,,False,296014,Oberon,ENG,Carl Maria von Weber,1826,"Oberon, or The Elf-King's Oath",romantic opera,1913-1914,Henry Fontaine,Unk
1854,1913-1914 Vlaamse Opera_00137-20211216_170937.jpg,1913-1914,Graaf Chabert,1914-02-05,N/a,False,901702,Graaf Chabert,DUI,Hermann Wolfgang von Waltershausen,1911,Oberst Chabert,musical tragedy,1913-1914,Henry Fontaine,NL
1855,1913-1914 Vlaamse Opera_00137-20211216_170937.jpg,1913-1914,Peterke en Meterke,1914-02-05,N/a,False,493509,Peterke en Meterke,NL,Henry George D'hoedt,?,Peterke en Meterke,zangspel,1913-1914,Henry Fontaine,NL
1856,1913-1914 Vlaamse Opera_00139-20211216_171007.jpg,1913-1914,Het Minnebrugje,1914-02-07,,False,498296,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1913-1914,Henry Fontaine,NL
1857,1913-1914 Vlaamse Opera_00139-20211216_171007.jpg,1913-1914,Hoffmann's Vertellingenen,1914-02-07,,False,863246,Hoffmann's Vertellingen,FR,Jacques Offenbach,1881,Les contes d'Hoffmann,opéra fantastique,1913-1914,Henry Fontaine,NL
1858,1913-1914 Vlaamse Opera_00141-20211216_171033.jpg,1913-1914,Alcea,1914-02-08,,False,714782,Alcea,NL,August Dupont,1814,Alcea,lyrisch drama,1913-1914,Henry Fontaine,Unk
1859,1913-1914 Vlaamse Opera_00141-20211216_171033.jpg,1913-1914,De Bedelstudent,1914-02-08,,False,278280,De Bedelstudent,DUI,Carl Millöcker,1882,Der Bettelstudent,operetta,1913-1914,Henry Fontaine,NL
1860,1913-1914 Vlaamse Opera_00143-20211216_171052.jpg,1913-1914,Martha,1914-02-10,,False,919310,Martha,DUI,Friedrich von Flotow,1847,Martha,komische oper,1913-1914,Henry Fontaine,Unk
1861,1913-1914 Vlaamse Opera_00146-20211216_171126.jpg,1913-1914,Herbergprinses,1914-02-15,,False,209339,Herbergprinses,NL,Jan Blockx,1896,Herbergprinses,zangspel,1913-1914,Henry Fontaine,NL
1862,1913-1914 Vlaamse Opera_00146-20211216_171126.jpg,1913-1914,Het Minnebrugje,1914-02-15,,False,242165,Het Minnebrugje,NL,Arthur Van Oost,?,Het Minnebrugje,zangspel,1913-1914,Henry Fontaine,NL
1863,1913-1914 Vlaamse Opera_00148-20211216_171148.jpg,1913-1914,Het Lied van Heer Halewijn,1914-02-17,,False,211884,Het Lied van Heer Halewijn,FR,Albert Dupuis,1903,La chanson d’Halewyn,lyrisch drama,1913-1914,Henry Fontaine,NL
