,Date,Original premiere,Directors,Normalised title,Composer,Multiple bill,Season,Title_Language,Occasion,Production_Language,Dutch,German,Title_Language_GLM,Dutch_Title,German_Title
1501,1911-02-04,1896,Henry Fontaine,Herbergprinses,Jan Blockx,False,1910-1911,NL,G,Dutch,True,False,Dutch,True,False
1502,1911-02-05,1876,Henry Fontaine,Götterdämmerung,Richard Wagner,False,1910-1911,DUI,N,German,False,True,German,False,True
1503,1911-02-09,?,Henry Fontaine,Miss Doedelzak,Rudolf Nelson,False,1910-1911,NL,N,German,False,True,Dutch,True,False
1504,1911-02-12,1896,Henry Fontaine,Herbergprinses,Jan Blockx,False,1910-1911,NL,N,Dutch,True,False,Dutch,True,False
1505,1911-02-11,1876,Henry Fontaine,Götterdämmerung,Richard Wagner,False,1910-1911,DUI,G,German,False,True,German,False,True
1506,1911-02-16,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1910-1911,NL,N,German,False,True,Dutch,True,False
1507,1911-02-19,1894,Henry Fontaine,Cleopatra,August Enna,False,1910-1911,Unk,N,other,False,False,other,False,False
1508,1911-02-19,1907,Henry Fontaine,Christ'l,Georg Jarno,False,1910-1911,Unk,N,other,False,False,other,False,False
1509,1911-02-18,1896,Henry Fontaine,Herbergprinses,Jan Blockx,False,1910-1911,NL,N,Dutch,True,False,Dutch,True,False
1510,1911-02-23,1808,Henry Fontaine,De Vestale,Gaspare Spontini,False,1910-1911,NL,N,other,False,False,Dutch,True,False
1511,1911-02-25,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1910-1911,NL,N,German,False,True,Dutch,True,False
1512,1911-02-26,1808,Henry Fontaine,De Vestale,Gaspare Spontini,False,1910-1911,NL,N,other,False,False,Dutch,True,False
1513,1911-02-26,1907,Henry Fontaine,Christ'l,Georg Jarno,False,1910-1911,Unk,N,other,False,False,other,False,False
1514,1911-02-28,1894,Henry Fontaine,Cleopatra,August Enna,False,1910-1911,Unk,N,other,False,False,other,False,False
1515,1911-02-28,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1910-1911,NL,N,German,False,True,Dutch,True,False
1516,1911-02-27,1896,Henry Fontaine,Herbergprinses,Jan Blockx,False,1910-1911,NL,N,Dutch,True,False,Dutch,True,False
1517,1911-03-02,1843,Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1910-1911,NL,N,German,False,True,Dutch,True,False
1518,1911-03-05,?,Henry Fontaine,De Vrouwkens van Brugge,E. Britt,False,1910-1911,NL,N,Dutch,True,False,Dutch,True,False
1519,1911-03-05,?,Henry Fontaine,Miss Doedelzak,Rudolf Nelson,False,1910-1911,NL,N,German,False,True,Dutch,True,False
1520,1911-03-04,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1910-1911,NL,N,German,False,True,Dutch,True,False
1521,1911-03-09,1896,Henry Fontaine,Herbergprinses,Jan Blockx,False,1910-1911,NL,N,Dutch,True,False,Dutch,True,False
1522,1911-03-11,1868,Henry Fontaine,De Meesterzangers van Nurenberg,Richard Wagner,False,1910-1911,NL,N,German,False,True,Dutch,True,False
1523,1911-03-12,1894,Henry Fontaine,Cleopatra,August Enna,False,1910-1911,Unk,N,other,False,False,other,False,False
1524,1911-03-12,1907,Henry Fontaine,Christ'l,Georg Jarno,False,1910-1911,Unk,N,other,False,False,other,False,False
1525,1911-03-14,1876,Henry Fontaine,Götterdämmerung,Richard Wagner,False,1910-1911,DUI,N,German,False,True,German,False,True
1526,1911-03-16,1907,Henry Fontaine,Het Rozemarijntje,Arthur Van Oost,False,1910-1911,NL,N,Dutch,True,False,Dutch,True,False
1527,1911-03-18,1896,Henry Fontaine,Herbergprinses,Jan Blockx,False,1910-1911,NL,N,Dutch,True,False,Dutch,True,False
1528,1911-03-19,?,Henry Fontaine,De Vrouwkens van Brugge,E. Britt,False,1910-1911,NL,N,Dutch,True,False,Dutch,True,False
1529,1911-03-19,1845,Henry Fontaine,Tannhauser,Richard Wagner,False,1910-1911,Unk,N,German,False,True,other,False,False
1530,1911-03-21,1843,Henry Fontaine,De Vliegende Hollander,Richard Wagner,False,1910-1911,NL,N,German,False,True,Dutch,True,False
1531,1911-03-23,1901,Henry Fontaine,De Bruid der Zee,Jan Blockx,False,1910-1911,NL,N,Dutch,True,False,Dutch,True,False
1532,1911-03-25,1907,Henry Fontaine,Het Rozemarijntje,Arthur Van Oost,False,1910-1911,NL,N,Dutch,True,False,Dutch,True,False
1533,1911-03-26,1903,Henry Fontaine,Prinses Zonneschijn,Paul Gilson,False,1910-1911,NL,N,Dutch,True,False,Dutch,True,False
1534,1911-03-26,1907,Henry Fontaine,Christ'l,Georg Jarno,False,1910-1911,Unk,N,other,False,False,other,False,False
1535,1911-03-28,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1910-1911,NL,N,German,False,True,Dutch,True,False
1536,1911-03-30,1896,Henry Fontaine,Herbergprinses,Jan Blockx,False,1910-1911,NL,N,Dutch,True,False,Dutch,True,False
1537,1911-03-31,1845,Henry Fontaine,Tannhauser,Richard Wagner,False,1910-1911,Unk,N,German,False,True,other,False,False
1538,1911-10-01,1847,Henry Fontaine,Martha,Friedrich von Flotow,False,1911-1912,Unk,N,German,False,True,other,False,False
1539,1911-10-05,1859,Henry Fontaine,Faust,Charles Gounod,False,1911-1912,Unk,G,other,False,False,other,False,False
1540,1911-10-07,1847,Henry Fontaine,Martha,Friedrich von Flotow,False,1911-1912,Unk,N,German,False,True,other,False,False
1541,1911-10-08,1859,Henry Fontaine,Faust,Charles Gounod,False,1911-1912,Unk,N,other,False,False,other,False,False
1542,1911-10-12,1894,Henry Fontaine,De Evangelieman,Wilhelm Kienzl,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1543,1911-10-14,1907,Henry Fontaine,Christ'l,Georg Jarno,False,1911-1912,Unk,N,other,False,False,other,False,False
1544,1911-10-15,1847,Henry Fontaine,Martha,Friedrich von Flotow,False,1911-1912,Unk,N,German,False,True,other,False,False
1545,1911-10-15,?,Henry Fontaine,Het Minnebrugje,Arthur Van Oost,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1546,1911-10-19,1891,Henry Fontaine,Othello,Antonín Dvořák,False,1911-1912,Unk,G,other,False,False,other,False,False
1547,1911-10-21,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1548,1911-10-22,1847,Henry Fontaine,Martha,Friedrich von Flotow,False,1911-1912,Unk,N,German,False,True,other,False,False
1549,1911-10-22,?,Henry Fontaine,Het Minnebrugje,Arthur Van Oost,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1550,1911-10-26,1859,Henry Fontaine,Faust,Charles Gounod,False,1911-1912,Unk,N,other,False,False,other,False,False
1551,1911-10-28,1891,Henry Fontaine,Othello,Antonín Dvořák,False,1911-1912,Unk,N,other,False,False,other,False,False
1552,1911-10-29,1902,Henry Fontaine,Winternachtsdroom,August de Boeck,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1553,1911-10-29,1907,Henry Fontaine,Christ'l,Georg Jarno,False,1911-1912,Unk,N,other,False,False,other,False,False
1554,1911-10-31,1847,Henry Fontaine,Martha,Friedrich von Flotow,False,1911-1912,Unk,N,German,False,True,other,False,False
1555,1911-11-01,1891,Henry Fontaine,Othello,Antonín Dvořák,False,1911-1912,Unk,N,other,False,False,other,False,False
1556,1911-11-04,1858,Henry Fontaine,Orpheus' Dood,Jacques Offenbach,False,1911-1912,NL,G,other,False,False,Dutch,True,False
1557,1911-11-05,1891,Henry Fontaine,Othello,Antonín Dvořák,False,1911-1912,Unk,N,other,False,False,other,False,False
1558,1911-11-09,1858,Henry Fontaine,Orpheus' Dood,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1559,1911-11-11,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1560,1911-11-12,1902,Henry Fontaine,Winternachtsdroom,August de Boeck,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1561,1911-11-12,1891,Henry Fontaine,Othello,Antonín Dvořák,False,1911-1912,Unk,N,other,False,False,other,False,False
1562,1911-11-16,1907,Henry Fontaine,Christ'l,Georg Jarno,False,1911-1912,Unk,N,other,False,False,other,False,False
1563,1911-11-18,1847,Henry Fontaine,Martha,Friedrich von Flotow,False,1911-1912,Unk,N,German,False,True,other,False,False
1564,1911-11-18,?,Henry Fontaine,Het Minnebrugje,Arthur Van Oost,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1565,1911-11-19,1858,Henry Fontaine,Orpheus' Dood,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1566,1911-11-19,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1567,1911-11-23,1847,Henry Fontaine,Martha,Friedrich von Flotow,False,1911-1912,Unk,N,German,False,True,other,False,False
1568,1911-11-25,1910,Henry Fontaine,Zigeunerliefde,Franz Lehár,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1569,1911-11-26,1902,Henry Fontaine,Winternachtsdroom,August de Boeck,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1570,1911-11-26,1891,Henry Fontaine,Othello,Antonín Dvořák,False,1911-1912,Unk,N,other,False,False,other,False,False
1571,1911-11-28,1859,Henry Fontaine,Faust,Charles Gounod,False,1911-1912,Unk,N,other,False,False,other,False,False
1572,1911-11-30,1910,Henry Fontaine,Zigeunerliefde,Franz Lehár,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1573,1911-12-02,1896,Henry Fontaine,Herbergprinses,Jan Blockx,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1574,1911-12-03,1858,Henry Fontaine,Orpheus' Dood,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1575,1911-12-03,1910,Henry Fontaine,Zigeunerliefde,Franz Lehár,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1576,1911-12-04,1896,Henry Fontaine,Herbergprinses,Jan Blockx,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1577,1911-12-07,1907,Henry Fontaine,Het Rozemarijntje,Arthur Van Oost,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1578,1911-12-09,1910,Henry Fontaine,Zigeunerliefde,Franz Lehár,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1579,1911-12-10,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1580,1911-12-10,1894,Henry Fontaine,Cleopatra,August Enna,False,1911-1912,Unk,N,other,False,False,other,False,False
1581,1911-12-10,?,Henry Fontaine,Het Minnebrugje,Arthur Van Oost,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1582,1911-12-10,1907,Henry Fontaine,Christ'l,Georg Jarno,False,1911-1912,Unk,N,other,False,False,other,False,False
1583,1911-12-14,1845,Henry Fontaine,Tannhauser,Richard Wagner,False,1911-1912,Unk,N,German,False,True,other,False,False
1584,1911-12-16,1891,Henry Fontaine,Othello,Antonín Dvořák,False,1911-1912,Unk,N,other,False,False,other,False,False
1585,1911-12-17,1904,Henry Fontaine,Zeevolk,Paul Gilson,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1586,1911-12-17,1907,Henry Fontaine,Christ'l,Georg Jarno,False,1911-1912,Unk,N,other,False,False,other,False,False
1587,1911-12-19,1847,Henry Fontaine,Martha,Friedrich von Flotow,False,1911-1912,Unk,N,German,False,True,other,False,False
1588,1911-12-19,?,Henry Fontaine,Het Minnebrugje,Arthur Van Oost,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1589,1911-12-21,1894,Henry Fontaine,De Evangelieman,Wilhelm Kienzl,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1590,1911-12-23,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1591,1911-12-24,1858,Henry Fontaine,Orpheus' Dood,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1592,1911-12-24,1907,Henry Fontaine,Het Rozemarijntje,Arthur Van Oost,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1593,1911-12-25,1894,Henry Fontaine,Cleopatra,August Enna,False,1911-1912,Unk,N,other,False,False,other,False,False
1594,1911-12-25,1910,Henry Fontaine,Zigeunerliefde,Franz Lehár,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1595,1911-12-26,1907,Henry Fontaine,Christ'l,Georg Jarno,False,1911-1912,Unk,N,other,False,False,other,False,False
1596,1911-12-28,1847,Henry Fontaine,Martha,Friedrich von Flotow,False,1911-1912,Unk,N,German,False,True,other,False,False
1597,1911-12-30,1910,Henry Fontaine,Zigeunerliefde,Franz Lehár,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1598,1911-12-31,?,Henry Fontaine,Jean-Marie,W. Verbeeck,False,1911-1912,Unk,N,other,False,False,other,False,False
1599,1911-12-31,1845,Henry Fontaine,Tannhauser,Richard Wagner,False,1911-1912,Unk,N,German,False,True,other,False,False
1600,1912-01-01,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1601,1912-01-06,1908,Henry Fontaine,Liefdelied,Jan Blockx,False,1911-1912,NL,G,Dutch,True,False,Dutch,True,False
1602,1912-01-07,1858,Henry Fontaine,Orpheus' Dood,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1603,1912-01-07,1910,Henry Fontaine,Zigeunerliefde,Franz Lehár,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1604,1912-01-11,1908,Henry Fontaine,Liefdelied,Jan Blockx,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1605,1912-01-13,1910,Henry Fontaine,Zigeunerliefde,Franz Lehár,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1606,1912-01-14,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1607,1912-01-14,1908,Henry Fontaine,Liefdelied,Jan Blockx,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1608,1912-01-16,1845,Henry Fontaine,Tannhauser,Richard Wagner,False,1911-1912,Unk,G,German,False,True,other,False,False
1609,1912-01-21,1908,Henry Fontaine,Liefdelied,Jan Blockx,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1610,1912-01-25,1881,Henry Fontaine,Hoffmann's Vertellingen,Jacques Offenbach,False,1911-1912,NL,G,other,False,False,Dutch,True,False
1611,1912-01-27,1907,Henry Fontaine,Christ'l,Georg Jarno,False,1911-1912,Unk,N,other,False,False,other,False,False
1612,1912-01-28,1881,Henry Fontaine,Hoffmann's Vertellingen,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1613,1912-01-30,1858,Henry Fontaine,Orpheus' Dood,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1614,1912-02-01,1910,Henry Fontaine,Zigeunerliefde,Franz Lehár,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1615,1912-02-03,1881,Henry Fontaine,Hoffmann's Vertellingen,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1616,1912-02-04,1896,Henry Fontaine,Herbergprinses,Jan Blockx,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1617,1912-02-04,?,Henry Fontaine,Het Minnebrugje,Arthur Van Oost,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1618,1912-02-08,1881,Henry Fontaine,Hoffmann's Vertellingen,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1619,1912-02-10,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1620,1912-02-11,1907,Henry Fontaine,Het Rozemarijntje,Arthur Van Oost,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1621,1912-02-11,1858,Henry Fontaine,Orpheus' Dood,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1622,1912-02-11,1902,Henry Fontaine,Winternachtsdroom,August de Boeck,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1623,1912-02-15,1881,Henry Fontaine,Hoffmann's Vertellingen,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1624,1912-02-17,1847,Henry Fontaine,Martha,Friedrich von Flotow,False,1911-1912,Unk,N,German,False,True,other,False,False
1625,1912-02-18,1902,Henry Fontaine,Winternachtsdroom,August de Boeck,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1626,1912-02-18,1891,Henry Fontaine,Othello,Antonín Dvořák,False,1911-1912,Unk,N,other,False,False,other,False,False
1627,1912-02-19,1896,Henry Fontaine,Herbergprinses,Jan Blockx,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1628,1912-02-19,?,Henry Fontaine,Het Minnebrugje,Arthur Van Oost,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1629,1912-02-20,?,Henry Fontaine,Jean-Marie,W. Verbeeck,False,1911-1912,Unk,N,other,False,False,other,False,False
1630,1912-02-20,1881,Henry Fontaine,Hoffmann's Vertellingen,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1631,1912-02-24,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1632,1912-02-25,?,Henry Fontaine,Jean-Marie,W. Verbeeck,False,1911-1912,Unk,N,other,False,False,other,False,False
1633,1912-02-25,1881,Henry Fontaine,Hoffmann's Vertellingen,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1634,1912-02-27,1896,Henry Fontaine,Herbergprinses,Jan Blockx,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1635,1912-02-29,1881,Henry Fontaine,Hoffmann's Vertellingen,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1636,1912-03-02,1858,Henry Fontaine,Orpheus' Dood,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1637,1912-03-03,1891,Henry Fontaine,Othello,Antonín Dvořák,False,1911-1912,Unk,N,other,False,False,other,False,False
1638,1912-03-07,1912,Henry Fontaine,EdeniÃ«,Léon du Bois,False,1911-1912,Unk,G,other,False,False,other,False,False
1639,1912-03-09,1881,Henry Fontaine,Hoffmann's Vertellingen,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1640,1912-03-10,1858,Henry Fontaine,Orpheus' Dood,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1641,1912-03-10,1910,Henry Fontaine,Zigeunerliefde,Franz Lehár,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1642,1912-03-12,1881,Henry Fontaine,Hoffmann's Vertellingen,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1643,1912-03-14,1912,Henry Fontaine,EdeniÃ«,Léon du Bois,False,1911-1912,Unk,N,other,False,False,other,False,False
1644,1912-03-16,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1645,1912-03-17,1912,Henry Fontaine,EdeniÃ«,Léon du Bois,False,1911-1912,Unk,N,other,False,False,other,False,False
1646,1912-03-21,1901,Henry Fontaine,De Bruid der Zee,Jan Blockx,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1647,1912-03-23,1845,Henry Fontaine,Tannhauser,Richard Wagner,False,1911-1912,Unk,N,German,False,True,other,False,False
1648,1912-03-24,1901,Henry Fontaine,De Bruid der Zee,Jan Blockx,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1649,1912-03-24,1910,Henry Fontaine,Zigeunerliefde,Franz Lehár,False,1911-1912,NL,N,German,False,True,Dutch,True,False
1650,1911-03-26,1891,Henry Fontaine,Othello,Antonín Dvořák,False,1910-1911,Unk,N,other,False,False,other,False,False
1651,1912-03-28,1912,Henry Fontaine,EdeniÃ«,Léon du Bois,False,1911-1912,Unk,N,other,False,False,other,False,False
1652,1912-03-30,1881,Henry Fontaine,Hoffmann's Vertellingen,Jacques Offenbach,False,1911-1912,NL,N,other,False,False,Dutch,True,False
1653,1912-03-31,?,Henry Fontaine,Het Minnebrugje,Arthur Van Oost,False,1911-1912,NL,N,Dutch,True,False,Dutch,True,False
1654,1912-03-31,1845,Henry Fontaine,Tannhauser,Richard Wagner,False,1911-1912,Unk,N,German,False,True,other,False,False
1655,1912-10-03,1908,Henry Fontaine,Liefdelied,Jan Blockx,False,1912-1913,NL,G,Dutch,True,False,Dutch,True,False
1656,1912-10-05,?,Henry Fontaine,Het Meisje van Berne,Émile Mathieu,False,1912-1913,NL,G,other,False,False,Dutch,True,False
1657,1912-10-05,1858,Henry Fontaine,Orpheus' Dood,Jacques Offenbach,False,1912-1913,NL,G,other,False,False,Dutch,True,False
1658,1912-10-06,1908,Henry Fontaine,Liefdelied,Jan Blockx,False,1912-1913,NL,N,Dutch,True,False,Dutch,True,False
1659,1912-10-10,1858,Henry Fontaine,Orpheus' Dood,Jacques Offenbach,False,1912-1913,NL,N,other,False,False,Dutch,True,False
1660,1912-10-12,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1912-1913,NL,N,German,False,True,Dutch,True,False
1661,1912-10-13,1886,Henry Fontaine,De Tempeliers,Henry Charles Litolff,False,1912-1913,NL,G,other,False,False,Dutch,True,False
1662,1912-10-17,1886,Henry Fontaine,De Tempeliers,Henry Charles Litolff,False,1912-1913,NL,N,other,False,False,Dutch,True,False
1663,1912-10-19,1886,Henry Fontaine,De Tempeliers,Henry Charles Litolff,False,1912-1913,NL,N,other,False,False,Dutch,True,False
1664,1912-10-20,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1912-1913,NL,N,German,False,True,Dutch,True,False
1665,1912-10-26,1908,Henry Fontaine,Pinksternacht,Maurits Sabbe,False,1912-1913,NL,N,Dutch,True,False,Dutch,True,False
1666,1912-10-26,?,Henry Fontaine,Koning Reinout's Dood,Louis Delune,False,1912-1913,NL,N,other,False,False,Dutch,True,False
1667,1912-10-27,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1912-1913,NL,N,German,False,True,Dutch,True,False
1668,1912-10-31,1912,Henry Fontaine,Lorenzo Murano,Potjes Edward,False,1912-1913,Unk,G,Dutch,True,False,other,False,False
1669,1912-11-01,?,Henry Fontaine,Koning Reinout's Dood,Louis Delune,False,1912-1913,NL,N,other,False,False,Dutch,True,False
1670,1912-11-01,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1912-1913,NL,N,German,False,True,Dutch,True,False
1671,1912-11-03,1908,Henry Fontaine,Pinksternacht,Maurits Sabbe,False,1912-1913,NL,N,Dutch,True,False,Dutch,True,False
1672,1912-11-03,1912,Henry Fontaine,Lorenzo Murano,Potjes Edward,False,1912-1913,Unk,N,Dutch,True,False,other,False,False
1673,1912-11-07,1901,Henry Fontaine,De Bruid der Zee,Jan Blockx,False,1912-1913,NL,N,Dutch,True,False,Dutch,True,False
1674,1912-11-09,1886,Henry Fontaine,De Tempeliers,Henry Charles Litolff,False,1912-1913,NL,N,other,False,False,Dutch,True,False
1675,1912-11-10,1858,Henry Fontaine,Orpheus' Dood,Jacques Offenbach,False,1912-1913,NL,N,other,False,False,Dutch,True,False
1676,1912-11-10,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1912-1913,NL,N,German,False,True,Dutch,True,False
1677,1912-11-12,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1912-1913,NL,N,German,False,True,Dutch,True,False
1678,1912-11-14,1911,Henry Fontaine,Alpenlied,Wilhelm Kienzl,False,1912-1913,NL,G,German,False,True,Dutch,True,False
1679,1912-11-16,1911,Henry Fontaine,Alpenlied,Wilhelm Kienzl,False,1912-1913,NL,N,German,False,True,Dutch,True,False
1680,1912-11-17,?,Henry Fontaine,Koning Reinout's Dood,Louis Delune,False,1912-1913,NL,N,other,False,False,Dutch,True,False
1681,1912-11-17,1901,Henry Fontaine,De Bruid der Zee,Jan Blockx,False,1912-1913,NL,N,Dutch,True,False,Dutch,True,False
1682,1912-11-19,1886,Henry Fontaine,De Tempeliers,Henry Charles Litolff,False,1912-1913,NL,N,other,False,False,Dutch,True,False
1683,1912-11-21,1911,Henry Fontaine,Alpenlied,Wilhelm Kienzl,False,1912-1913,NL,N,German,False,True,Dutch,True,False
1684,1912-11-23,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1912-1913,NL,N,German,False,True,Dutch,True,False
1685,1912-11-24,1858,Henry Fontaine,Orpheus' Dood,Jacques Offenbach,False,1912-1913,NL,N,other,False,False,Dutch,True,False
1686,1912-11-24,1911,Henry Fontaine,Alpenlied,Wilhelm Kienzl,False,1912-1913,NL,N,German,False,True,Dutch,True,False
1687,1912-11-26,1858,Henry Fontaine,Orpheus' Dood,Jacques Offenbach,False,1912-1913,NL,N,other,False,False,Dutch,True,False
1688,1912-12-01,1912,Henry Fontaine,Studentenliefde,Jan Broeckx,False,1912-1913,NL,N,Dutch,True,False,Dutch,True,False
1689,1912-12-05,1907,Henry Fontaine,De Lustige Boer,Leo Fall,False,1912-1913,NL,N,German,False,True,Dutch,True,False
1690,1912-12-07,1912,Henry Fontaine,Studentenliefde,Jan Broeckx,False,1912-1913,NL,N,Dutch,True,False,Dutch,True,False
1691,1912-12-08,1912,Henry Fontaine,Studentenliefde,Jan Broeckx,False,1912-1913,NL,N,Dutch,True,False,Dutch,True,False
1692,1912-12-08,1881,Henry Fontaine,Hoffmann's Vertellingen,Jacques Offenbach,False,1912-1913,NL,N,other,False,False,Dutch,True,False
1693,1912-12-10,1850,Henry Fontaine,Lohengrin,Richard Wagner,False,1912-1913,Unk,N,German,False,True,other,False,False
1694,1912-12-10,1845,Henry Fontaine,Tannhauser,Richard Wagner,False,1912-1913,Unk,N,German,False,True,other,False,False
1695,1912-12-12,1881,Henry Fontaine,Hoffmann's Vertellingen,Jacques Offenbach,False,1912-1913,NL,N,other,False,False,Dutch,True,False
1696,1912-12-14,1912,Henry Fontaine,Studentenliefde,Jan Broeckx,False,1912-1913,NL,N,Dutch,True,False,Dutch,True,False
1697,1912-12-15,1881,Henry Fontaine,Hoffmann's Vertellingen,Jacques Offenbach,False,1912-1913,NL,N,other,False,False,Dutch,True,False
1698,1912-12-17,1901,Henry Fontaine,De Bruid der Zee,Jan Blockx,False,1912-1913,NL,N,Dutch,True,False,Dutch,True,False
1699,1912-12-19,1912,Henry Fontaine,Lorenzo Murano,Potjes Edward,False,1912-1913,Unk,N,Dutch,True,False,other,False,False
1700,1912-12-21,1907,Henry Fontaine,Christ'l,Georg Jarno,False,1912-1913,Unk,N,other,False,False,other,False,False
1701,1912-12-22,1847,Henry Fontaine,Martha,Friedrich von Flotow,False,1912-1913,Unk,N,German,False,True,other,False,False
1702,1912-12-25,1847,Henry Fontaine,Martha,Friedrich von Flotow,False,1912-1913,Unk,N,German,False,True,other,False,False
1703,1912-12-26,1907,Henry Fontaine,Christ'l,Georg Jarno,False,1912-1913,Unk,N,other,False,False,other,False,False
1704,1912-12-28,1881,Henry Fontaine,Hoffmann's Vertellingen,Jacques Offenbach,False,1912-1913,NL,N,other,False,False,Dutch,True,False
1705,1912-12-29,1908,Henry Fontaine,Pinksternacht,Maurits Sabbe,False,1912-1913,NL,N,Dutch,True,False,Dutch,True,False
1706,1912-12-29,1912,Henry Fontaine,Studentenliefde,Jan Broeckx,False,1912-1913,NL,N,Dutch,True,False,Dutch,True,False
